59,60,61,62,60,63,64,65,66,61,67,68,67;67,60,63
137,170,2947,343,8,3164,3165,11674,7425,26203,1870,3143,170,8363,7430,3164,7426,51125,8564,3227,1439,8363,8627,3164,1869,7426,3164,3143,9670,4239,170,60602,3227,8363,1869,3143,9670,3227,8363,9670,3227,8363,1869,3227;3227
5501;5501
78154,72586;72586
1729,1058,3344,1058,1729;1058,1729
74061;74061
75900,44147,18698,14826;44147
19596;19596
14425,14651,32418,59439,32418,14651,59437,14651,98394,14651,91970,27676,98395,93525,90203;14425
98407,92617,98408,52160,67808,10580,78388;67808,52160
17373,5083,9248,5083,21031,9252,9251,9248,27543,9030,27543,5083,27543,49126,27804,9252,18461,68634,18461,68634,36086,6649,17210,32619,39840,38622,14469,70260,27719,38621,6427,2433,20373,17212,14469;68634,6427
2999,2386,2999,5988,2999,9403,825,35621,38924,8195,5988;2999
15647,331;331
4337,4335,7318,4335,7318,4335,7318,4335;4335
4448,98419,4448,98420,4448,98419,4448;4448
70314,98424,68934,98425,68934,98426;70314,68934,98426
62880,25041,24874,51996,82199,32190,24874,63026,32187,63026,25040,11639,44813,98481,11639,44813,57254,5871,98230,8418,98230,51996,41086,29323,11640;11640
6218,24110,24171,2861,10956,16207,10952,21344,79821,98503,98504,98505,61311,30539,98506,31643,6843,32689;2861,32689,98503,6218,30539,10956
31660,45963,31660;31660
9659;9659
8628;8628
28866,73437,28866,98526,83134,28866;28866,98527
4604,18560,1324,256;256
13774,74459,13774,40364,13774,66721,13774,98546,72305,13774,9494,13774,54925,35254,65105;98546,13774
9842;9842
60341,52161,76979,52161,76979,52161,76979;76979
54107,80578,5473;5473
32204;32204
9773,88540,9773,8260,46764,6987,17095,9773,13214,8260,98574,63378,98575,98574,63378,32185;9773,63378
25205,28700,9768,28700,4815,63306,28700,30968,23295,8793,30959,63124,28700;7871
81223,98584;98584
8450,36084,8450,5582,76544,12129,10635,5582,12128,5582,10635,12129,10635,12128,47506,8450,47506,8450;8450,12128
56511,26176,56511,26176;26176
17497,73832,10031,73832,10031;10031
14331;14331
28313;28313
4670,9405,15256,20222,1653,21185,4537,4670,15256,20222,1653,4670,29479,1653,4670;4670
2555;2555
98636,25357,98636,52907;98636
98668,9872,5469,18323,32920,18323,4334,18323,4361,18323,4361,18323,4334,18323,47738,6021,5468,5469,1015,9639,1260,9639,31687,9639,4334,9639,1260,9639,4361,9639,98663,9639,15896,3386,98669;9639,31687
363,35136,2628,166,17779,15648,3326,17779,3326,15648,35136,2628,15648,8338,5857,8338,21389,5857,21389,21635,15139,5857;363,141,35136
53220,56732,98702,87175,51759,98702,41816,87176,53220,98703,87176,33178,39639,33178;33178
10018,22573,42812,10018,4336;10018
7796,22217,4275,96134,36182,26321;22217
30530;30530
94331,43441,30357,52520,13436;98756,57534
16194;16194
25290;25290
23269,72713,23269,31687,4334,1261,4334,1261;4334
6570,7,8363;7
34697;34697
23108,2944,1820,2949,300,341,7852,2944,13457,7852,16177,2944,13457,341,7852,300;300
98779;98779
4291;4291
36496,6850,35678,98826,98828,15363,98829,57049,46965,70603,46965,39926,19113,45308,50356,4875,89594,98830,77203,58399,98826,98831,98832,82054,23667,45912,98833,98834,85481,64087,64089,98828,69591,64089;58399,64089,70603,4875,69591
158,1277,158,1277,158,551;551
5874,22574,10020,5874,3307,5874,3307,4335,606,4333,2632,5874,7900,98845;3307,2632,98846,5874
62711,30660,30659,30660,30659;30659
8085,28627,14943,8085,14943,28627,19848,40817,14942,28627,8085;28627
3430;3430
39453,27133,94517,98863,39453,49295,35705,6729,40222,35705,94517,27133,39453,59420,46082,59420,27133,59420,48113,59420,24386,6729;59420
10976,1141,1357,9293,24980,28390,7491,74075,41874,28390,7491,35600,41874,35600,74075,35600,17172,62834;28390
25382,23922,98886,98887,25382,83376,56827,65060,98888,25382;25382
33142;33142
2812,51672,1573,2812,51672,2812;2812
523,5390,57675,36921,1721,78065,2065,9552,16921,43935,12583,41125,55333,106,42787,63588,17606,8827,35381,6685,8827,6685,35381,6685,35381,6685,3786,22567,22464,23229,76019,26716,3085,13931,6691,1651,9513,20760,16334,1066,16349,71123,10361,13598;5390,31007,9552
48456,30132,19157,72131,5570,778,1283,3099,3547,3099,15587,4833,99047,98778,1025,22220,2105,2106,2105,22220,13037,188,184,11689,1871,188,184,188,184,188,881,1602,5474,98930,5474,31829,2155,7266,7263,7266,2155,7263,7266,2155,7263,7266,7263,7266,2155,7263,7266,2155,7266,7263,45600,14671,89829,14671;89829,14671
20372,17689,99060,17689,2474,591,1482,5505,1482,2474,5504,2474,1482,5738,1482,66933,1482,21341,56166,21202,63846,15813,41482,56166,13681,89530,38886,94079,50954,24729,18748,56221,56220,423,57103,36370,57103,24778,65209,4105,99061,1568,12891,13455,13454,82010,3112,43762,36766,18431,58240,82656,6820,99062;6922,58240,13454,99063
66815,36586,2084,36005,99079,2979,40581,92272,18018,33523,8245,8244,99080,4034,61562,52702,2839;61562
72127,79029,14456,79029,81068,98894,60446,8111,2997,99083,99084,48558,50678,22972,50678,28777,8509,15251,25478,60571,15251,24999,23067,15536,16187,89983,16721,16187,83439,17209,16727,25001,32619,22511,24999,16727,36521,25001,36521,31594,15536,27720,17209,27720,32619,99085,99086,4855,99087,99088,99089,39540,40173,57867,38644,99090,84763,97052;60571,15251
44687,10026,21388,46978,99091,93288,20683,24541,88485,34067,99092,38317,34899,23459,34899,23459,34899,23459,34899,99093,71913,71914,71913,3304,99093,75282,99094,7132,32122,99095,29288,15003,8007,99096,99097,2775,2174,4474,4476,38027,46406,58866,79154,57870,97090,3304,14638,7118,91547,82141,9135,71920,71922,40592,511,43869,40592,8773,11491,2919,40592,2919,1417,5504,5505,1600,2290,99098,99099,78570,82890,85509,78570,20709;2919,40592
55897,33873,4771,51541,99120,79095,99121,60260,78801,33491,51104,27375,983,21409,27794,17464,28504,36454,20797,13478,17463,17465,18415,61727,148,22354,6359,146,22356,99122,94077,3608,3612,9740,36220,13214,46009,18319,11462,600,16939,47536,9911,48755,16946,4089,42551,99123,30791,2838,56818,8586,8588,2272,5562,73,204,28890,20855,46653;51104
29822,8256,38006,1782,12477,21442,12045,44022,42400,2574,68515,64928,99126,80411,27355,68423,61724,33678,6350,13745,8505,758,967,21714,4423,17959,18217,13326,29127,2383,4528,18103,67078,68740,25839,48947,67514,99127,8640,26088,8640;12477
13681,26844,1837,1838,26844,1837,13681,9575,13681,3612,4062,11462,4063,4062,11462,99130,63474,99131,48589,33017,8992,18521,23889;11462,5647
8145,19707;19707
2211,2212,19179,19178,53869,52380,53887,21086,53871,53869;53869
1660,6776,1660,11163,1660;6776,1660
29931;29931
33381,36212,11176,58480,5765,67862,99182,36212,36117,84438,36212,16883,66456;97518,50743
29572,29573,51329,388,29573,29574,39251,388,46215,46113,17416,51329,84681,46215,39251,51329,39251;51329
51484,93595,63676;51484
40240,31621,54645,99629,99630,31621,72987,99631,60537;31621,60537,72987
45701,8594,45701,99647,66520,62566,99648,99649,99650,20179,51702,34841;99647,20179
36872,54879,60616,60622,36872;36872
8,9018,8;8
18031,99674,99675,99676,18031;18031
72695,519,977;519,72695
80435,99693,99694,99695,63480,49546;80435
34570,8619,68097,8619,30727,34570,30728,5766,49065,33423;33423
22459,77392,37119,25730,63326,82341,8635,25660,37119,96698,66481,49446,77392,37119,25660,37119,77392,63979;25660
5040,37235,10770,4641,40601,7973,7504,61381,7508,43657,45191,43632,43694,27961,43694,27961,43632,49144,45866,45191,43694,35420,49146,27952,99706,98316,99707,72937,90897,14822,47427,50561,37235,10770,5040,37235,10770,5040,7973,37235,43632,49144,45866,43694,35420,27952,49146,99707,98316,35420,99708,27102,30579,42520,99193,37235,10770,5040,37235,5040,37235,7973,27102,30579,27102,30579,37235,7973,5040,37235,61330,3074,1382,2117,1382,7487,1382,7491,1382,92347,92345;10770,37235,5040
1818,2568,879,1869,8054;8054
11899;11899
3727;3727
34725,50547,34725,50549,50554,50544,99748,50548,34725,50548,50547,50548,99748;99748
63177,94236,50623,6281,83925,99752;83925
29022,14906;14906
70744,100313,70744,100314,70744,100314,100315,100316,42681,70744;100314,70744,42681
4335,24072,16110,4335;4335
18120,18116,18120,61023;18120
9293,9256,32206,1155,32206,1357,4890,41941,4890,1357,4890,1357,25509;1357
26630,30043,26346,72745,26194;26194
24846,26732,37751;26732
18335,28649;28649
21865,25467,115,260,3263,7631;18295,11020,3263
100435,100436,100435,100437,100438,100439,100435,100437,100440,100435,100437,20560,100436,47307,100441,100442;100437
10122;10122
100483,94117,100484,94117,100483;68138,100483
37230,8731,24246,38171,98022,100485,100486,40313,100487,58959,100488,40313,81609,80496,100489,1761,9131,4535,6630,54683,21290,23469,21290,40313,426,14732;37230,18714
1346,85,1843,28340,85,159,1843,85;1843
77724;77724
39782;39782
29610,2045;2045
40460,84495,100541,100542,25384,687,40460;25384,100542,40460,84495,100543
9002,27933,9002,27933;9002,27933
4880;4880
1140,1032,25995,8291,10540,72,1184,1852;1852
1107,6021,52347,9872,6847,75992,63582,4244,49299,57249,100555,25254,27990,93737,56771,50194,31166,98668,30547,1306,31683,100556,100557,32929,100557,10767,31166,1306,31683,100557,31166,4113,31166;31166
9773,8260,9773,8260;9773,8260
16912,20985,16912;16912
27744,6861,4295,6861,10880,11080,44078,19373,79709,23613;19373
7025;7025
23108,4560,6,341,2501;2501
9941,92363,9882,28590,15181,65295,92363,65295,9941,92363,9941,65295,92363,9941,92363,9941,65295,92363,65295,92363,9941,65295,92363,9941,92363,9941,65295,92363,65295,9941,92363,9941,65295,92363,65295,92363,9941;92363
50483,40104,50483;50483
643,9083,9085,9083;9085
1549,204,73,204,3718,204;204
1312,18881;1317,1315
62478,64265,45030,56275,10702,36,27648,12438;64265
3768;3768
2532,6521,5848,27578,29802,32234,35926,50339,16535,100688,2532,35926,2532,35926,2532;35926,2532
63536;63536
61348;61348
11111,18797,2654,19016,18793,18797,13565,4888;4888,13565,7297
6014,6016,6018,6016,12323,6016,12323,6016,12323;6016
2412,6456,11243,18846,24117,2412,6456,2412,6456,2412,5343,9850,18736,2412;2412
7025,14523,77209,14523,7025,77209,23015,4090,7025,43426,51690,100703,17244,17245,63963,41185,63963,66392;23015,100704,14349,55384,7025,77209,100703
100705,7555;7555
48455;48455
11220,56747;11220
40093,17245,17244,41185,17245,100713,6487,46598,11220,74140,60733,100714,23286,13553,23286,100714,35434,100715,3074,1382;40093,43426,35434,74140,91711,6487,17245
4901;4901
41181,41182,100769,16300,33891,41181;41181
158,1185,162,6044,553,1083,100786,4957;2475,19729,1083
57093,83880,87442,2873,87442;87442
26651,16242,19935,37616,21067,21695,12745,22807,21695,21067,21695;26651
643;643
42634,21770,8878,46600,27128,21155,2861,1272,9429,20771,9429,2861,9429,2861,9429,100873,6794,8878,6794,60797,47619,8878,47511,44485,7806,1532,6801,28307,42211,99749;2861,406,11396
15717,11616,11622,15717,11622,15717,11622,15733,29612,33911,50696,41678,43262,19142,19141,19140,19141,50697,19142,43262,33911;15733
33142,22966,6839,33142;33142
11606,50726,11606,6340,46187,48873,46187,7517,34169,7389,34169,7517,36185,17554,22221,13988,13541,3149,36628,37538,13541,3149,39849;48873,3149,6340
100918,29650,67338,28923,67338,12472,28923,28922,12472,28922;100760,28922,100918
8244,8247,10147;8247
3294,33667,17276;15119,3294,5427,33667
9548;9548
10611,34936,35390,87988,13664,34936,13664,35390,13664,33601,34936;34936
45516,35841,3409,30980,3411;3411
98694,4335,12137,4333,16110,4336,4333,94444;4333,98694,94444
40850,40655,59306,40850;40850
12665;12665
21690,17373,24551,6303;6303
35131;35131
35464,137,35464,877,339,170,8;35464
3793,3791,3793;3793
17095,4391,17095,4391,17095,5648,17095,9140,3650,9140,9141,9138,9141,4391,9141,9139,9140,9139,4373,9139,9140,3650,9140,9139,4373,9139,9140,3650,9140,5648,9140,9148,4373,9148,101001,9148,9137,9138,9137,9148,9137,31719,9137,3650,9137,9148,4373,9137,9140,31719,9140,3650,9140,46764,9140,13209,9137,9140;5648,3650,31719
18125,3445,29025,18750,8338,99517,8338,14854,71273,101017,98986,71273,29025,98986;3445,98986,8338,29025
8017,4108,73280,101072;4108
11336,29918,11336,29918,11336;11336
30508,95448,30508,2073;30508
71755,43725,43640,71755;41418,1606,24182
6271,5090,5089,5092,21733,5092,21733,5090,5092;5092
21752;21752
13364,40484,50219,47839,39274,35142,6817,235,9903;9903
137,8,137,7,1536;137
1184,71;71
46455,31007,9316,101638,57533,32346,8532,31007,32346,8532,101638,46706,51503,57756,51503;31007,46706,51503
55252,953,55252;953
11468,11466,101687,95140,53130,80103,19784,68832,101686,13928,68832,57054,13928,51023,53128,11465,6599,11466,35100,53130,80103,19784,68832,101686,96479,57054,51023,35101,71292,101688,76275,18890,53128,11468,53127,36784,6599,53130,36784,6599,3087,6599;68832,6599
27591,101704,16503,81818,18269,96629,55399,101705,61408,101706,101707,29143,27591,29143,65485,29143,27591,29143,65485,91335;29143,27591
352;352
10070;10070
25268,25271,45654;25271
7608,7983,7608,16781,7608;7608
97609,101735,97609;101735,97609
7077,36640,7077,47684,7077,36640;36640
553,162,553,162,3006,1277,162,71;162
101782,101783,18337,101784,101783,101784;101784
27767;27767
35380,8991,35380,35390;35390
9602,101802,36001,7935,91580,101802,91580,101802,91580,101802;101802,91580
25114,25112,101803,25110,32592,82447,38586,101804,31567,78992,101805,92006,25112,101804,92006,101804,25112,101804,21154,74332,81068,19555,21154,81068,21154,57927,20424,1595,1601,1605,1607,20427,1596,21121,24767,1596,24767,1607,1605,1607,1611,20427,1614,25112,101804,101805,63215,47762,101804;101804,101805,20427,21154,92006
38405,46919,38405;38405
4920,29867,4920,1321,1315,1321,15222,1321,1315,1321,4920,8369,4920,9960,11716,9960;9960
20586,71082,73091,34959,65761,101950,87017;20586
18877,29867,18368,11716,3262,1315,11716,9960,8369,11716,1319,9960,1321,9960,8369,9960,13107,11716,9960;9960,11716
22451,14651,57493,101967,48413,48410,842,4971;22451
34990,19419,16697;16697
39979,74999,39977,71875;71875,39977
53893,21529,14009,68305,85848,22844,14086,17196,17202,21577,29449,41506,39803,41505,17197,22844;43729
35582,125,9870,5860,21192,4833;9870
25497,4040,486,200,4901,6365,5725,12038,203,200,5725,5896,5725,20848,6365,5725,12794,65070,5725;5725,68639,65070
11781,17196,63232,101988,46492,101988,39803,8596,101989;39803
44197,11525,51066,44197,41647,25476,60571,35827,41647,382,18487,15460;41647,15460
43729,61734,44795,56221,57102,57103,56220,1807,14091;56220,61734,43729
100627,42781,79298,47701,35922,62964,35106,37343,35106,62964,54770,88528,37343,102006,62086,101898;101898
102003,77802,102003,101866,77802,102003,79300,79298,32888,79298,102020,79299,79300,79298,79300,79299,53516,66664,53516,79298,28843,37090,70191,102003,70191,54669,89212,54669,79296,70191,47701,34587,51288,102021,54670,47701,79298,79296,47701,82551,102016,82551,62964,37343,102006,37343,62964,70261,65126,62964,65126,70261,62964,55613,102006,102008;79298,62964
5484,3059,5484;5484
13479,982,13479,43825,18418,999,38226,8560,69623,49264,44200,69622,78948,69622,69623;69623
85771;85771
102087,102088,71081,102089,102090,102091,102092,102093,49552,102094,102095,102096,102097,102098,21432,67010,15652,13540,96167,102099,102100,42543,31161,94597,102101,102102,102103,102104,31157,102105,50910,102106,84771,7342,92767;21432,67010,49552
29629,31241;29629
30489,56437,14529,6801,56437,30489;30489
35740,4980,53713,10994,9293,2395,35740;35740
40288,10580,19598,10580,19598,10580,40288;40288
102161,28796;102161
4904,24824,71924,43596,22443,53533,30997,53920,38215,10697,29905,86302,72433,74759,87046,74759,87046,39263,53533,101092,53533,35022,53533,102178,30997,53533,95435,30997,95435,30997,48102,95435,30996,30995,99898,15462,30997,71924,3428,4904,23497,4904,23497,30997,53537,95435;72433,101092
53930,21086,53930,21086,53930,21086,53930,21086;21086
10167,523,10167,523,17741,7536,3898;10167,523
4104,98905,21576,1128,18143,20675;4104
79961,102230,79961,102230,79960,102230,79960,79961,102231,79961;79961
8422;8422
3439;3439
46493,71643,102261;46493
50421,89751,93642,50420,36618,35877,93642,9453,26622,102262,93642,102263;102262,93642
40288,20159,40288,20159,40288,10580,16819,48932;40288
11762,94074;94074
4526,15119,102288,15119,102289,15119;4526
42956;42956
77616,77602,37891;37891
22825,20704,22824,63031;22825
11430,102307,102308,102307,81187,74995,81185,85606,74995,99782,85606,102307,74995,102309,1382,13053,85944,23046,7400,629,87977;74995,102309,99782
102311;102311
59855;59855
34555;34555
102336;102336
19016,828,653,15513,5076,16575,30712,18467,5076,2385,21276,18467,5076,18467,16575;1055,4721,653,2652,15513,1058,16004,828,25425,16575,2385,1057,736
2093;2093
15436,75918,241;15436
28069;28069
1085,2500,302,25514;302
21258,39954,21258,69701,21258;20709
37753;37753
102417,30119,102417,102418;102417
170;170
9588;9588
28780,13126,26546,32485,29441,102462;26546,102462
2735,25760,2735;25760,2735
50061,11350,28920;50061
8596,1841,69494,26568,21170,20965,19640,59800,18924,20964,27110,44848;27110
26754,15139,26754,2563,13196;26754
5210,42833,5210,42833;5210
13882,42887;42887
33906,102566,33906,4090,102567;33906
13992;13992
490,91758;91758
87416,85772,1451,87416;87416
1214,1843,8029,262,1214,1242,14838,12971,14938,8697,12971,10945,29779,85,1843;1843
2397,3502,2397;2397
8136,37538,8136;8136
16601;16601
3340,72857,3718,14332,46342,13559,736,46342,13559,736,1474,21483,14751,1523,14796,12709,18143,14793,4721,46532,4854,1523,3718,1474,3718,1241,1242,4915;46342,3718,1523,1474
4369,4382,4369,4382,3606,30592,4383,4382,9773,14268,35159,4062,3614,3613,4062,3613,4062,4063,19681,6519,4062,15737,46672,28496,19919,21389,3112,19919,36766,4895,36787,36837,43762,4062,3613,5742,1422,14501,4708,34404,24165,66924,15094,81088,51924,3634,56928,4276,14923,34535,14923,8973,14923,56928,51924,14923,30902,96635,51924,81087,34131,25005,14343,81088,44153,72506,4350,50285,50495,102618,102619,84834,63081,84834,102620,72303,54128,72303,102621,72987,102621,47738,41716,54645,54128,23368,99629,53991,62971,102621,102622,102623,102624,54645,3561,3644,22203;3644,3613,54645,4062
102634,102635,53993,17789,102636,100281,70852,96306,102637,46265,102638,96956,102638,37773,16054,102639,24763,24986,82040,29695,29694,82040,41708,2525,3614,2606,3614,87224,102640,60235,44711,14501,5400,21166,5400,2412,24152,47946,11248,2412,19697,21166,18082,24124,18846,11243,72835,5400,65732,37814,11243,72835,37814,37813,65732,19658,56443,102625,2783,55642,79276,78350,102641,19658,79276,96519,46265,102642,46265,31606,37773,31606,29567,73450,53992,102643,100281,102644,102645,102646,78493,102646,37773,102643,14923,30902,50188,14343,81087,34799,34805,14923,34805,82307,81088,14923,81088;102646,31606,82040,79276,46265
100868,52799,16746,102651,102652,102653,102654,102655,100868,102656;22599
77921;77921
3268,37018,3265,3268,37018,10444,3265,3268,11247,3066,37017,3268,37018,3268;3268
17882,50751;50751
41795,4337,4335,4337,4335,24087,4335,41795,24073,4344,57885,44763,97147,44763,24073,4335;4335
6366,15269,6366,5895,6366,5895;5895
64552,25931,2807;25935,2807
91921,20251,5063,21742,5063,20251,34927;91921
32291,60520,32291,38220;32291
